,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
292,1010011703,1010025100,1010024900,3,104,000,-,퇴계로,0,0,000,60,0,0,0,192.0671,
293,1010011704,1010025500,1010025100,3,104,000,-,퇴계로,0,0,000,60,0,0,0,47.6971,
294,1010011801,1010024400,1010024500,3,104,000,-,퇴계로,0,0,000,60,0,0,0,84.5442,
295,1010011802,1010024500,1010024900,3,104,000,-,퇴계로,0,0,000,60,0,0,0,103.6747,
296,1010011803,1010024900,1010025100,3,104,000,-,퇴계로,0,0,000,60,0,0,0,192.0671,
297,1010011804,1010025100,1010025500,3,104,000,-,퇴계로,0,0,000,60,0,0,0,47.6971,
298,1010011901,1010024100,1010022100,4,104,000,-,장충단로,0,0,000,50,0,0,0,58.462,
299,1010011902,1010025600,1010024100,4,104,000,-,장충단로,0,0,000,50,0,0,0,74.3189,
300,1010011903,1010026800,1010025600,4,104,000,-,장충단로,0,0,000,50,0,0,0,22.8866,
301,1010011904,1010027500,1010026800,4,104,000,-,장충단로,0,0,000,50,0,0,0,50.1217,
302,1010012001,1010022100,1010023800,4,104,000,-,장충단로,0,0,000,50,0,0,0,58.1092,
303,1010012002,1010023800,1010025600,4,104,000,-,장충단로,0,0,000,50,0,0,0,74.3188,
304,1010012003,1010025600,1010026500,4,104,000,-,장충단로,0,0,000,50,0,0,0,22.8866,
305,1010012004,1010026500,1010027500,4,104,000,-,장충단로,0,0,000,50,0,0,0,50.1217,
306,1010012100,1010028900,1010022500,3,104,000,-,충무로,1,0,000,50,0,0,0,224.0214,
307,1010012200,1010022500,1010028900,3,104,000,-,충무로,0,0,000,50,0,0,0,224.0215,
308,1010012301,1010028300,1010023601,2,104,000,-,삼일대로,0,0,000,50,0,0,0,91.005,
309,1010012302,1010023601,1010023600,2,104,000,-,삼일대로,0,0,000,50,0,0,0,89.5291,
310,1010012401,1010023600,1010023601,3,104,000,-,삼일대로,0,0,000,50,0,0,0,87.1704,
311,1010012402,1010023601,1010028300,3,104,000,-,삼일대로,0,0,000,50,0,0,0,91.005,
312,1010012500,1010004000,1010024700,3,104,000,-,을지로,0,0,000,50,0,0,0,122.3477,
313,1010012600,1010024700,1010004000,3,104,000,-,을지로,0,0,000,50,0,0,0,120.776,
314,1010012701,1010027700,1010002800,3,104,000,-,창경궁로,0,0,000,50,0,0,0,200.941,
315,1010012702,1010029600,1010027700,3,104,000,-,창경궁로,0,0,000,50,0,0,0,57.2511,
316,1010012800,1010002800,1010029600,3,104,000,-,창경궁로,1,0,000,50,0,0,0,258.2461,
317,1010012901,1010028600,1010003201,1,104,000,-,수표로,0,0,000,30,0,0,0,43.114,
318,1010012902,1010003201,1010003200,1,104,000,-,수표로,0,0,000,30,0,0,0,113.5916,
319,1010013001,1010003200,1010003201,1,104,000,-,수표로,0,0,000,30,0,0,0,112.9789,
320,1010013002,1010003201,1010028600,1,104,000,-,수표로,0,0,000,30,0,0,0,43.114,
321,1010013101,1010025500,1010026300,3,104,000,-,퇴계로,0,0,000,60,0,0,0,310.4983,
322,1010013103,1010026100,1030030200,3,104,000,-,퇴계로,0,0,000,60,0,0,0,177.5945,
323,1010013104,1010026300,1010026101,3,104,000,-,퇴계로,0,0,000,60,0,0,0,126.3739,
324,1010013105,1010026101,1010026100,3,104,000,-,퇴계로,0,0,000,60,0,0,0,49.1794,
325,1010013201,1010026300,1010025500,3,104,000,-,퇴계로,0,0,000,60,0,0,0,312.0624,
326,1010013203,1030030200,1010026100,3,104,000,-,퇴계로,0,0,000,60,0,0,0,176.969,
327,1010013204,1010026100,1010026101,3,104,000,-,퇴계로,0,0,000,60,0,0,0,49.8532,
328,1010013205,1010026101,1010026300,3,104,000,-,퇴계로,0,0,000,60,0,0,0,128.9274,
329,1010013301,1010027500,1010026900,3,104,000,-,을지로,0,0,000,50,0,0,0,56.5405,
330,1010013302,1010026900,1010025700,3,104,000,-,을지로,0,0,000,50,0,0,0,127.7705,
331,1010013401,1010025700,1010027500,3,104,000,-,을지로,0,0,000,50,0,0,0,185.3969,
332,1010013501,1010030700,1010023700,3,104,000,-,동호로,0,0,000,50,0,0,0,248.1255,
333,1010013601,1010023700,1010030700,4,104,000,-,동호로,0,0,000,50,0,0,0,248.1255,
334,1010013700,1010004900,1010024200,6,104,000,-,세종대로,0,0,000,50,0,0,0,234.2372,
335,1010013800,1010024200,1010004900,5,104,000,-,세종대로,0,0,000,50,0,0,0,235.6296,
336,1010013901,1010027200,1010004000,3,104,000,-,을지로,0,0,000,50,0,0,0,56.4458,
337,1010013902,1010027900,1010027200,3,104,000,-,을지로,0,0,000,50,0,0,0,194.8691,
338,1010013903,1010027600,1010027900,3,104,000,-,을지로,0,0,000,50,0,0,0,68.9089,
339,1010014001,1010004000,1010027200,3,104,000,-,을지로,0,0,000,50,0,0,0,56.4458,
340,1010014002,1010027200,1010027100,3,104,000,-,을지로,0,0,000,50,0,0,0,194.8692,
341,1010014003,1010027100,1010027600,3,104,000,-,을지로,0,0,000,50,0,0,0,68.9089,
342,1010014101,1010028200,1010027600,3,104,000,-,을지로,0,0,000,50,0,0,0,74.2724,
343,1010014102,1010027800,1010028200,3,104,000,-,을지로,0,0,000,50,0,0,0,80.0952,
344,1010014103,1010028000,1010027800,3,104,000,-,을지로,0,0,000,50,0,0,0,117.4993,
345,1010014104,1010028300,1010028000,3,104,000,-,을지로,0,0,000,50,0,0,0,158.2851,
346,1010014201,1010027600,1010027400,3,104,000,-,을지로,0,0,000,50,0,0,0,74.2724,
347,1010014202,1010027400,1010027800,3,104,000,-,을지로,0,0,000,50,0,0,0,80.0953,
348,1010014203,1010027800,1010028000,3,104,000,-,을지로,0,0,000,50,0,0,0,117.4993,
349,1010014204,1010028000,1010028300,3,104,000,-,을지로,0,0,000,50,0,0,0,158.2851,
350,1010014300,1010028600,1010028300,3,104,000,-,을지로,0,0,000,50,0,0,0,195.6253,
351,1010014400,1010028300,1010028600,3,104,000,-,을지로,0,0,000,50,0,0,0,195.6253,
352,1010014502,1010031200,1010025700,2,104,000,-,을지로45길,0,0,000,40,0,0,0,323.9325,
353,1010014503,1010031800,1010031200,2,104,000,-,을지로45길,0,0,000,40,0,0,0,90.719,
354,1010014602,1010025700,1010031200,2,104,000,-,을지로45길,0,0,000,40,0,0,0,326.9066,
355,1010014603,1010031200,1010031800,2,104,000,-,을지로45길,0,0,000,40,0,0,0,101.8189,
356,1010014700,1010028900,1010028600,3,104,000,-,을지로,0,0,000,50,0,0,0,254.2656,
357,1010014800,1010028600,1010028900,3,104,000,-,을지로,0,0,000,50,0,0,0,254.2656,
358,1010014902,1010030700,1010029300,3,104,000,-,을지로,0,0,000,50,0,0,0,195.0522,
359,1010014903,1010029300,1010028500,3,104,000,-,을지로,0,0,000,50,0,0,0,208.5334,
360,1010014904,1010028500,1010027300,3,104,000,-,을지로,0,0,000,50,0,0,0,42.3949,
361,1010014905,1010027300,1010027500,3,104,000,-,을지로,0,0,000,50,0,0,0,54.7522,
362,1010015002,1010029300,1010030700,3,104,000,-,을지로,0,0,000,50,0,0,0,198.4704,
363,1010015003,1010028500,1010029300,3,104,000,-,을지로,0,0,000,50,0,0,0,208.5335,
364,1010015004,1010028100,1010028500,3,104,000,-,을지로,0,0,000,50,0,0,0,42.395,
365,1010015005,1010027500,1010028100,3,104,000,-,을지로,0,0,000,50,0,0,0,54.7522,
366,1010015100,1010032800,1010003700,1,104,000,-,정동길,0,0,000,30,0,0,0,518.2579,
367,1010015200,1010003700,1010032800,1,104,000,-,정동길,0,0,000,30,0,0,0,518.5331,
368,1010015300,1010004800,1010004000,2,104,000,-,무교로,1,0,000,30,0,0,0,110.0943,
369,1010015400,1010004000,1010004800,2,104,000,-,무교로,0,0,000,30,0,0,0,112.4644,
370,1010015502,1030031200,1030030200,2,104,000,-,난계로,0,0,000,60,0,0,0,73.9558,
371,1010015503,1030033400,1030031200,2,104,000,-,난계로,0,0,000,60,0,0,0,228.6631,
372,1010015601,1030030200,1030031200,2,104,000,-,난계로,0,0,000,60,0,0,0,73.9558,
373,1010015602,1030031200,1030033400,2,104,000,-,난계로,0,0,000,60,0,0,0,228.663,
374,1010015701,1010029100,1010028900,3,104,000,-,을지로,0,0,000,50,0,0,0,260.059,
375,1010015702,1010029700,1010029100,3,104,000,-,을지로,0,0,000,50,0,0,0,174.1182,
376,1010015703,1010029600,1010029700,3,104,000,-,을지로,0,0,000,50,0,0,0,52.6135,
